"","YEAR","Sex","Race.Ethnicity","condition","AgeGroup","ASDR"
"1139",2020,"Male","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","65+",237.145732870822
"1140",2020,"Male","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","65+",285.519674475281
"1141",2020,"Male","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","65+",533.241497454906
"1142",2020,"Male","Non-Hispanic White","Diabetes.mellitus..E10.E14.","65+",143.804424550862
"1143",2020,"Male","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1269.71801486873
"1144",2020,"Male","Non-Hispanic White","ExternalCause","65+",201.237913185822
"1145",2020,"Male","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","65+",90.6829985521312
"1146",2020,"Male","Non-Hispanic White","Malignant.neoplasms..C00.C97.","65+",1013.01011163235
"1147",2020,"Male","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",86.9901873890455
"1148",2020,"Male","Non-Hispanic White","nonCovid","65+",4704.97874860594
"1149",2020,"Male","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",84.1581763926538
"1150",2020,"Male","Non-Hispanic White","Septicemia..A40.A41.","65+",58.9053248022948
"1151",2020,"Male","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",41.6278319029023
"1152",2020,"Male","Non-Hispanic White","Unknown","65+",998.875210454505
